PartitionKey,RowKey,test_type,test_type@type,protocol,protocol@type,latency_total,latency_total@type,latency_mean,latency_mean@type,latency_max,latency_max@type,latency_min,latency_min@type,throughput,throughput@type,success,success@type,server,server@type
10.2.0.136,01 24 2022 14 30 00,vegeta,String,https,String,1372244.945402,Double,114.353745,Double,24474.6158,Double,50.4884,Double,49.43003003943698,String,1,String,10.1.0.58,String
10.2.0.136,01 24 2022 14 35 00,vegeta,String,https,String,1947727.676393,Double,162.310639,Double,30000.873185,Double,50.594579,Double,49.77149537067782,String,0.9998333333333334,String,10.1.0.58,String
10.2.0.137,01 24 2022 14 30 00,vegeta,String,https,String,1586538.860072,Double,132.211571,Double,30000.6117,Double,49.986999,Double,49.13940872347516,String,0.9998333333333334,String,10.1.0.127,String
10.2.0.137,01 24 2022 14 35 00,vegeta,String,https,String,1741409.397615,Double,145.117449,Double,18337.62705,Double,50.316235,Double,49.35877841800523,String,1,String,10.1.0.127,String
10.2.0.138,01 24 2022 14 30 00,vegeta,String,https,String,1262700.51585,Double,105.225042,Double,2026.415588,Double,49.822322,Double,49.98125644779997,String,1,String,10.1.0.108,String
10.2.0.138,01 24 2022 14 35 00,vegeta,String,https,String,16701858.674486,Double,1391.821556,Double,30003.899665,Double,53.465099,Double,49.42517646852718,String,0.9995,String,10.1.0.108,String
10.2.0.139,01 24 2022 14 30 00,vegeta,String,https,String,1298895.2162,Double,108.241268,Double,4464.6004,Double,50.5603,Double,49.51056949533387,String,1,String,10.1.0.122,String
10.2.0.139,01 24 2022 14 35 00,vegeta,String,https,String,2864106.425813,Double,238.675535,Double,30001.044247,Double,50.936733,Double,49.64562185153827,String,0.99975,String,10.1.0.122,String
10.2.0.14,01 24 2022 14 30 00,vegeta,String,https,String,1447355.478325,Double,120.612956,Double,30000.4712,Double,49.8328,Double,49.49876300937431,String,0.9999166666666667,String,10.1.0.29,String
10.2.0.14,01 24 2022 14 35 00,vegeta,String,https,String,2064802.949805,Double,172.066912,Double,14635.836229,Double,49.884848,Double,49.58110309739621,String,1,String,10.1.0.29,String
10.2.0.15,01 24 2022 14 30 00,vegeta,String,https,String,1260373.412679,Double,105.031117,Double,8185.151409,Double,49.9532,Double,49.42640831110625,String,1,String,10.1.0.91,String
10.2.0.15,01 24 2022 14 35 00,vegeta,String,https,String,1853716.865067,Double,154.476405,Double,30000.791905,Double,50.366405,Double,49.66495041252087,String,0.9999166666666667,String,10.1.0.91,String
10.2.0.16,01 24 2022 14 30 00,vegeta,String,https,String,1210881.63372,Double,100.906802,Double,4656.239094,Double,48.9921,Double,49.61485200720449,String,1,String,10.1.0.27,String
10.2.0.16,01 24 2022 14 35 00,vegeta,String,https,String,2462378.328629,Double,205.198194,Double,30001.520618,Double,51.005366,Double,49.89555272112627,String,0.9999166666666667,String,10.1.0.27,String
10.2.0.17,01 24 2022 14 35 00,vegeta,String,https,String,1617272.7654,Double,134.77273,Double,30000.258788,Double,50.64249,Double,49.840203818893286,String,0.9999166666666667,String,10.1.0.19,String
10.2.0.18,01 24 2022 14 35 00,vegeta,String,https,String,1607934.995303,Double,133.994582,Double,30001.155601,Double,50.084978,Double,49.754009115588325,String,0.9998333333333334,String,10.1.0.28,String
10.2.0.19,01 24 2022 14 35 00,vegeta,String,https,String,1741255.207395,Double,145.1046,Double,10716.77762,Double,50.186075,Double,49.791007072354915,String,1,String,10.1.0.17,String
10.2.0.20,01 24 2022 14 30 00,vegeta,String,https,String,1411916.556,Double,117.659713,Double,30000.6364,Double,50.1387,Double,49.53167859805299,String,0.9999166666666667,String,10.1.0.44,String
10.2.0.20,01 24 2022 14 35 00,vegeta,String,https,String,1893071.371548,Double,157.755947,Double,15700.649889,Double,50.317441,Double,49.779042280290106,String,1,String,10.1.0.44,String
10.2.0.21,01 24 2022 14 35 00,vegeta,String,https,String,1765859.09398,Double,147.154924,Double,24394.944086,Double,50.217827,Double,48.97581295456191,String,1,String,10.1.0.96,String
10.2.0.22,01 24 2022 14 35 00,vegeta,String,https,String,1583134.239162,Double,131.927853,Double,30002.479997,Double,50.238537,Double,49.88141779821225,String,0.9999166666666667,String,10.1.0.8,String
10.2.0.23,01 24 2022 14 30 00,vegeta,String,https,String,1565110.2093,Double,130.42585,Double,9342.6359,Double,50.308,Double,49.70981950856663,String,1,String,10.1.0.139,String
10.2.0.23,01 24 2022 14 35 00,vegeta,String,https,String,2120204.127513,Double,176.683677,Double,30000.483474,Double,50.260096,Double,49.45155450090803,String,0.9999166666666667,String,10.1.0.139,String
10.2.0.24,01 24 2022 14 30 00,vegeta,String,https,String,1331203.0719,Double,110.933589,Double,14781.525,Double,50.0452,Double,49.528488173482344,String,1,String,10.1.0.46,String
10.2.0.24,01 24 2022 14 35 00,vegeta,String,https,String,2188088.680185,Double,182.340723,Double,25197.027247,Double,50.291678,Double,49.769151005343424,String,1,String,10.1.0.46,String
10.2.0.25,01 24 2022 14 35 00,vegeta,String,https,String,24048637.989557,Double,2004.053165,Double,30001.15756,Double,56.450222,Double,49.34410676164597,String,0.9995,String,10.1.0.109,String
10.2.0.26,01 24 2022 14 30 00,vegeta,String,https,String,1282949.747736,Double,106.912478,Double,12615.122159,Double,50.148491,Double,49.61003732869629,String,1,String,10.1.0.114,String
10.2.0.26,01 24 2022 14 35 00,vegeta,String,https,String,2091249.179331,Double,174.270764,Double,24359.693983,Double,50.348068,Double,49.372650731732705,String,1,String,10.1.0.114,String
10.2.0.27,01 24 2022 14 35 00,vegeta,String,https,String,1739029.873446,Double,144.919156,Double,30000.53866,Double,50.281961,Double,49.66808985913108,String,0.9999166666666667,String,10.1.0.121,String
10.2.0.28,01 24 2022 14 35 00,vegeta,String,https,String,1804381.509723,Double,150.365125,Double,30000.620147,Double,50.089359,Double,49.88041444525872,String,0.9998333333333334,String,10.1.0.33,String
10.2.0.29,01 24 2022 14 30 00,vegeta,String,https,String,1427364.826443,Double,118.947068,Double,12283.594882,Double,49.745007,Double,49.13980976679498,String,1,String,10.1.0.39,String
10.2.0.29,01 24 2022 14 35 00,vegeta,String,https,String,2397062.969553,Double,199.755247,Double,30001.542153,Double,50.189539,Double,49.56583387456042,String,0.9996666666666667,String,10.1.0.39,String
10.2.0.30,01 24 2022 14 30 00,vegeta,String,https,String,1306005.964501,Double,108.83383,Double,4127.17124,Double,50.139044,Double,49.98375698946424,String,1,String,10.1.0.54,String
10.2.0.30,01 24 2022 14 35 00,vegeta,String,https,String,1927951.564929,Double,160.66263,Double,30001.926875,Double,50.428466,Double,49.54501102392737,String,0.99975,String,10.1.0.54,String
10.2.0.31,01 24 2022 14 30 00,vegeta,String,https,String,1390482.714033,Double,115.873559,Double,30000.546992,Double,50.096669,Double,49.746846064847475,String,0.9999166666666667,String,10.1.0.15,String
10.2.0.31,01 24 2022 14 35 00,vegeta,String,https,String,2051557.802922,Double,170.96315,Double,30000.484224,Double,50.136745,Double,49.30548451724431,String,0.9999166666666667,String,10.1.0.15,String
10.2.0.31,01 24 2022 14 40 00,vegeta,String,https,String,31854452.253013,Double,2654.537687,Double,30000.584995,Double,0.055201,Double,35.68627790224561,String,0.7136666666666667,String,10.1.0.15,String
10.2.0.32,01 24 2022 14 30 00,vegeta,String,https,String,1400067.814907,Double,116.672317,Double,6167.043276,Double,50.2409,Double,49.98472980354437,String,1,String,10.1.0.37,String
10.2.0.32,01 24 2022 14 35 00,vegeta,String,https,String,2252116.719848,Double,187.676393,Double,30002.060816,Double,50.738027,Double,48.371400155751395,String,0.9999166666666667,String,10.1.0.37,String
10.2.0.33,01 24 2022 14 30 00,vegeta,String,https,String,1310410.269138,Double,109.200855,Double,30000.456399,Double,50.336348,Double,49.115838144673646,String,0.9999166666666667,String,10.1.0.48,String
10.2.0.33,01 24 2022 14 35 00,vegeta,String,https,String,1876386.614961,Double,156.365551,Double,25582.521929,Double,50.242995,Double,49.85154011345679,String,1,String,10.1.0.48,String
10.2.0.35,01 24 2022 14 30 00,vegeta,String,https,String,1284170.033209,Double,107.014169,Double,13035.712442,Double,50.347959,Double,49.42872709935748,String,1,String,10.1.0.94,String
10.2.0.35,01 24 2022 14 35 00,vegeta,String,https,String,2539343.991459,Double,211.611999,Double,30000.702566,Double,50.410358,Double,48.76665903101043,String,0.9998333333333334,String,10.1.0.94,String
10.2.0.36,01 24 2022 14 35 00,vegeta,String,https,String,1893295.540814,Double,157.774628,Double,30001.58623,Double,50.144513,Double,49.87376879538183,String,0.9999166666666667,String,10.1.0.61,String
10.2.0.37,01 24 2022 14 30 00,vegeta,String,https,String,1220821.081132,Double,101.73509,Double,30000.888671,Double,49.655604,Double,49.98192456787396,String,0.9999166666666667,String,10.1.0.135,String
10.2.0.37,01 24 2022 14 35 00,vegeta,String,https,String,5427039.873943,Double,452.253322,Double,30001.890656,Double,53.587185,Double,49.6847708860043,String,0.99975,String,10.1.0.135,String
10.2.0.38,01 24 2022 14 30 00,vegeta,String,https,String,1502794.746815,Double,125.232895,Double,14195.858089,Double,50.322,Double,48.366249738508515,String,1,String,10.1.0.13,String
10.2.0.38,01 24 2022 14 35 00,vegeta,String,https,String,1894826.379818,Double,157.902198,Double,30001.091478,Double,50.435449,Double,49.75112115395713,String,0.9999166666666667,String,10.1.0.13,String
10.2.0.39,01 24 2022 14 30 00,vegeta,String,https,String,1279756.731074,Double,106.646394,Double,23587.610948,Double,50.1016,Double,49.217675255042835,String,1,String,10.1.0.21,String
10.2.0.39,01 24 2022 14 35 00,vegeta,String,https,String,1966436.854558,Double,163.869737,Double,30000.753924,Double,50.205639,Double,49.35142214480836,String,0.9998333333333334,String,10.1.0.21,String
10.2.0.40,01 24 2022 14 35 00,vegeta,String,https,String,1900417.438952,Double,158.368119,Double,10009.234711,Double,50.009617,Double,49.76118296383534,String,1,String,10.1.0.36,String
10.2.0.41,01 24 2022 14 30 00,vegeta,String,https,String,1261635.245085,Double,105.13627,Double,11550.520942,Double,49.925861,Double,49.98739398778238,String,1,String,10.1.0.99,String
10.2.0.41,01 24 2022 14 35 00,vegeta,String,https,String,2251473.452578,Double,187.622787,Double,30000.483734,Double,51.130581,Double,49.57514790020756,String,0.9998333333333334,String,10.1.0.99,String
10.2.0.42,01 24 2022 14 30 00,vegeta,String,https,String,1276427.331446,Double,106.368944,Double,10090.300334,Double,50.317296,Double,49.43301923052392,String,1,String,10.1.0.113,String
10.2.0.42,01 24 2022 14 35 00,vegeta,String,https,String,2269008.959406,Double,189.084079,Double,30001.028653,Double,50.262389,Double,49.47202469434257,String,0.9998333333333334,String,10.1.0.113,String
10.2.0.43,01 24 2022 14 30 00,vegeta,String,https,String,1323334.198728,Double,110.277849,Double,2583.149128,Double,49.8523,Double,49.9737951192422,String,1,String,10.1.0.26,String
10.2.0.43,01 24 2022 14 35 00,vegeta,String,https,String,2586800.24937,Double,215.566687,Double,30000.55263,Double,49.964582,Double,49.772966342400586,String,0.9998333333333334,String,10.1.0.26,String
10.2.0.44,01 24 2022 14 30 00,vegeta,String,https,String,1287703.170619,Double,107.308597,Double,5058.183471,Double,49.845967,Double,49.5080318559578,String,1,String,10.1.0.53,String
10.2.0.44,01 24 2022 14 35 00,vegeta,String,https,String,2808421.14966,Double,234.035095,Double,30001.222175,Double,49.984416,Double,49.07554217008989,String,0.9998333333333334,String,10.1.0.53,String
10.2.0.45,01 24 2022 14 30 00,vegeta,String,https,String,1455822.598151,Double,121.318549,Double,6164.950004,Double,50.267096,Double,49.22918505033782,String,1,String,10.1.0.82,String
10.2.0.45,01 24 2022 14 35 00,vegeta,String,https,String,2025690.655148,Double,168.807554,Double,30001.178616,Double,50.374035,Double,49.846458103202565,String,0.9999166666666667,String,10.1.0.82,String
