PartitionKey,RowKey,test_type,test_type@type,protocol,protocol@type,latency_total,latency_total@type,latency_mean,latency_mean@type,latency_max,latency_max@type,latency_min,latency_min@type,throughput,throughput@type,success,success@type,server,server@type
10.2.0.33,01 24 2022 09 25 00,vegeta,String,http,String,1837916.063,Double,153.159671,Double,5531.656817,Double,50.0286,Double,49.89779624,String,1,String,10.1.0.85,String
10.2.0.35,01 24 2022 09 25 00,vegeta,String,http,String,1493301.121,Double,124.44176,Double,4341.8367,Double,49.696933,Double,49.83759019,String,1,String,10.1.0.6,String
10.2.0.37,01 24 2022 09 25 00,vegeta,String,http,String,1731177.278,Double,144.264773,Double,13258.9795,Double,49.7839,Double,49.98808949,String,1,String,10.1.0.46,String
10.2.0.38,01 24 2022 09 25 00,vegeta,String,http,String,1541407.051,Double,128.450587,Double,6349.9385,Double,49.354,Double,49.98610375,String,1,String,10.1.0.47,String
10.2.0.39,01 24 2022 09 25 00,vegeta,String,http,String,1779243.803,Double,148.270316,Double,14528.5116,Double,49.7856,Double,49.82562664,String,1,String,10.1.0.30,String
10.2.0.40,01 24 2022 09 25 00,vegeta,String,http,String,1672772.14,Double,139.397678,Double,3445.225936,Double,49.969201,Double,49.89826845,String,1,String,10.1.0.136,String
10.2.0.42,01 24 2022 09 25 00,vegeta,String,http,String,1596426.567,Double,133.035547,Double,6166.889733,Double,49.2802,Double,49.87551754,String,1,String,10.1.0.87,String
10.2.0.43,01 24 2022 09 25 00,vegeta,String,http,String,1613549.71,Double,134.462475,Double,4587.572204,Double,50.36584,Double,49.86678692,String,1,String,10.1.0.55,String
10.2.0.44,01 24 2022 09 25 00,vegeta,String,http,String,1355728.901,Double,112.977408,Double,1824.41779,Double,49.22425,Double,49.98198668,String,1,String,10.1.0.19,String
10.2.0.45,01 24 2022 09 25 00,vegeta,String,http,String,1466323.488,Double,122.193624,Double,2543.019,Double,49.410582,Double,49.9770804,String,1,String,10.1.0.57,String
10.2.0.47,01 24 2022 09 25 00,vegeta,String,http,String,1579140.452,Double,131.595037,Double,8908.2767,Double,49.736,Double,49.86724527,String,1,String,10.1.0.130,String
10.2.0.48,01 24 2022 09 25 00,vegeta,String,http,String,1674740.882,Double,139.56174,Double,5023.6072,Double,50.241754,Double,49.98576336,String,1,String,10.1.0.17,String
10.2.0.49,01 24 2022 09 25 00,vegeta,String,http,String,1587207.099,Double,132.267258,Double,10360.41623,Double,49.582293,Double,49.87807146,String,1,String,10.1.0.62,String
10.2.0.5,01 24 2022 09 25 00,vegeta,String,http,String,1969988.481,Double,164.165706,Double,9858.2126,Double,50.7931,Double,49.89097727,String,1,String,10.1.0.9,String
10.2.0.50,01 24 2022 09 25 00,vegeta,String,http,String,1603418.63,Double,133.618219,Double,4458.702115,Double,48.5004,Double,49.7630783,String,1,String,10.1.0.26,String
10.2.0.51,01 24 2022 09 25 00,vegeta,String,http,String,1733665.245,Double,144.472103,Double,8462.905731,Double,48.5355,Double,49.97686694,String,1,String,10.1.0.128,String
10.2.0.52,01 24 2022 09 25 00,vegeta,String,http,String,2324379.268,Double,193.698272,Double,15730.4552,Double,54.11175,Double,49.88379594,String,1,String,10.1.0.77,String
10.2.0.54,01 24 2022 09 25 00,vegeta,String,http,String,1629572.887,Double,135.79774,Double,3919.0512,Double,49.0456,Double,49.89293442,String,1,String,10.1.0.75,String
10.2.0.55,01 24 2022 09 25 00,vegeta,String,http,String,1660560.529,Double,138.380044,Double,5813.1267,Double,49.6436,Double,49.82972781,String,1,String,10.1.0.81,String
10.2.0.57,01 24 2022 09 25 00,vegeta,String,http,String,1643456.139,Double,136.954678,Double,12581.7151,Double,49.71622,Double,49.86542485,String,1,String,10.1.0.91,String
10.2.0.58,01 24 2022 09 25 00,vegeta,String,http,String,1460420.167,Double,121.70168,Double,4270.541603,Double,49.6036,Double,49.88404683,String,1,String,10.1.0.80,String
10.2.0.59,01 24 2022 09 25 00,vegeta,String,http,String,3006769.883,Double,250.564156,Double,5669.139466,Double,55.7521,Double,49.91411656,String,1,String,10.1.0.123,String
10.2.0.6,01 24 2022 09 25 00,vegeta,String,http,String,1654295.454,Double,137.857954,Double,3428.5949,Double,50.225642,Double,49.90319883,String,1,String,10.1.0.16,String
10.2.0.60,01 24 2022 09 25 00,vegeta,String,http,String,1733745.704,Double,144.478808,Double,7890.363,Double,48.455772,Double,49.86759372,String,1,String,10.1.0.58,String
10.2.0.61,01 24 2022 09 25 00,vegeta,String,http,String,1496706.503,Double,124.725541,Double,4751.305691,Double,49.5248,Double,49.87198403,String,1,String,10.1.0.131,String
10.2.0.62,01 24 2022 09 25 00,vegeta,String,http,String,1560920.923,Double,130.076743,Double,2742.0109,Double,49.7271,Double,49.97737108,String,1,String,10.1.0.132,String
10.2.0.63,01 24 2022 09 25 00,vegeta,String,http,String,1605602.918,Double,133.800243,Double,5274.9334,Double,50.0023,Double,49.98183768,String,1,String,10.1.0.68,String
10.2.0.65,01 24 2022 09 25 00,vegeta,String,http,String,1732941.737,Double,144.411811,Double,2975.024412,Double,49.769514,Double,49.88657401,String,1,String,10.1.0.34,String
10.2.0.66,01 24 2022 09 25 00,vegeta,String,http,String,1893243.35,Double,157.770279,Double,14159.22418,Double,49.5127,Double,49.98074923,String,1,String,10.1.0.76,String
10.2.0.67,01 24 2022 09 25 00,vegeta,String,http,String,1641712.815,Double,136.809401,Double,5366.264808,Double,49.661543,Double,49.82486245,String,1,String,10.1.0.117,String
10.2.0.68,01 24 2022 09 25 00,vegeta,String,http,String,1533720.168,Double,127.810014,Double,4815.849985,Double,48.638598,Double,49.97662837,String,1,String,10.1.0.8,String
